_id,poll_id,pollster,numeric_grade,pollscore,start_date,end_date,sample_size,politician,yes,no,alternate_answers,methodology,transparency_score
6756687d8259a38e9455adff,84306,YouGov,3,-1.1,9/30/23,10/3/23,1368,Joe Biden,42,57,1,Online Matched Sample,
6756687d8259a38e9455ae00,84371,Big Village,1.2,1.7,9/29/23,10/3/23,3030,Joe Biden,39,53,8,Online Opt-In Panel,
6756687d8259a38e9455ae01,84371,Big Village,1.2,1.7,9/29/23,10/3/23,2474,Joe Biden,41.1,54.6,4.3,Online Opt-In Panel,
6756687d8259a38e9455ae02,84305,Rasmussen,2.1,-0.5,9/27/23,10/3/23,1500,Joe Biden,47,51,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae03,84329,Morning Consult,1.9,-0.3,9/27/23,10/3/23,45000,Joe Biden,39,54,0,Online Opt-In Panel,
6756687d8259a38e9455ae04,84338,Premise,1.9,0.1,9/28/23,10/2/23,1784,Joe Biden,27,64,9,App Panel,
6756687d8259a38e9455ae05,84338,Premise,1.9,0.1,9/28/23,10/2/23,1337,Joe Biden,30,65,6,App Panel,
6756687d8259a38e9455ae06,84302,Rasmussen,2.1,-0.5,9/26/23,10/2/23,1500,Joe Biden,47,51,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae07,84328,Morning Consult,1.9,-0.3,9/26/23,10/2/23,45000,Joe Biden,39,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae08,84335,McLaughlin,0.5,1.6,9/28/23,10/1/23,2000,Joe Biden,40.9,59.1,0,Online Opt-In Panel,
6756687d8259a38e9455ae09,84335,McLaughlin,0.5,1.6,9/28/23,10/1/23,1740,Joe Biden,41.3,58.7,0,Online Opt-In Panel,
6756687d8259a38e9455ae0a,84280,Rasmussen,2.1,-0.5,9/25/23,10/1/23,1500,Joe Biden,49,48,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae0b,84327,Morning Consult,1.9,-0.3,9/25/23,10/1/23,45000,Joe Biden,39,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae0c,84326,Morning Consult,1.9,-0.3,9/24/23,9/30/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae0d,84893,ActiVote,,,9/1/23,9/30/23,926,Joe Biden,41,53,0,App Panel,5
6756687d8259a38e9455ae0e,84278,HarrisX,1.5,-0.1,9/28/23,9/29/23,1615,Joe Biden,40,56,4,Online Opt-In Panel,
6756687d8259a38e9455ae0f,84281,TIPP,1.8,-0.4,9/27/23,9/29/23,1378,Joe Biden,36,54,0,Online Opt-In Panel,
6756687d8259a38e9455ae10,84325,Morning Consult,1.9,-0.3,9/23/23,9/29/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae11,84282,Echelon Insights,2.7,-0.8,9/25/23,9/28/23,1011,Joe Biden,38,59,3,Online Opt-In Panel,
6756687d8259a38e9455ae12,84307,Marist,2.9,-0.9,9/25/23,9/28/23,1256,Joe Biden,42,50,8,Live Phone/Online Opt-In Panel/Text,
6756687d8259a38e9455ae13,84307,Marist,2.9,-0.9,9/25/23,9/28/23,1137,Joe Biden,43,51,6,Live Phone/Online Opt-In Panel/Text,
6756687d8259a38e9455ae14,84275,Rasmussen,2.1,-0.5,9/24/23,9/28/23,1500,Joe Biden,49,49,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae15,84324,Morning Consult,1.9,-0.3,9/22/23,9/28/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae16,84256,Rasmussen,2.1,-0.5,9/21/23,9/27/23,1500,Joe Biden,47,51,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae17,84323,Morning Consult,1.9,-0.3,9/21/23,9/27/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae18,84250,YouGov,3,-1.1,9/23/23,9/26/23,1500,Joe Biden,40,55,5,Online Matched Sample,
6756687d8259a38e9455ae19,84250,YouGov,3,-1.1,9/23/23,9/26/23,1293,Joe Biden,42,55,3,Online Matched Sample,
6756687d8259a38e9455ae1a,84254,McLaughlin,0.5,1.6,9/22/23,9/26/23,1000,Joe Biden,42,54,4,Online Opt-In Panel,
6756687d8259a38e9455ae1b,84255,Verasight,,,9/21/23,9/26/23,701,Joe Biden,42,52,6,Text-to-Web/Probability Panel/Online Ad,
6756687d8259a38e9455ae1c,84249,Rasmussen,2.1,-0.5,9/20/23,9/26/23,1500,Joe Biden,46,53,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae1d,84257,Morning Consult,1.9,-0.3,9/20/23,9/26/23,45000,Joe Biden,40,52,8,Online Opt-In Panel,
6756687d8259a38e9455ae1e,84303,Navigator,1.3,0.3,9/21/23,9/25/23,1000,Joe Biden,42,56,2,Online Opt-In Panel,
6756687d8259a38e9455ae1f,84293,Clarity,1.6,-0.2,9/20/23,9/25/23,1062,Joe Biden,37,54,9,Online Opt-In Panel,
6756687d8259a38e9455ae20,84243,Rasmussen,2.1,-0.5,9/19/23,9/25/23,1500,Joe Biden,46,53,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae21,84258,Morning Consult,1.9,-0.3,9/19/23,9/25/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae22,84308,Marquette Law School,3,-1.1,9/18/23,9/25/23,1007,Joe Biden,39,61,0,Probability Panel,
6756687d8259a38e9455ae23,84308,Marquette Law School,3,-1.1,9/18/23,9/25/23,868,Joe Biden,39,61,0,Probability Panel,
6756687d8259a38e9455ae24,84308,Marquette Law School,3,-1.1,9/18/23,9/25/23,690,Joe Biden,42,58,0,Probability Panel,
6756687d8259a38e9455ae25,84229,McLaughlin,0.5,1.6,9/22/23,9/24/23,2000,Joe Biden,43.2,56.8,0,Online Opt-In Panel,
6756687d8259a38e9455ae26,84229,McLaughlin,0.5,1.6,9/22/23,9/24/23,1726,Joe Biden,44.4,55.6,0,Online Opt-In Panel,
6756687d8259a38e9455ae27,84253,Leger,2,0,9/22/23,9/24/23,1000,Joe Biden,37,52,11,Online Opt-In Panel,
6756687d8259a38e9455ae28,84244,Monmouth,2.9,-0.9,9/19/23,9/24/23,814,Joe Biden,38,55,7,Live Phone/Text-to-Web,
6756687d8259a38e9455ae29,84244,Monmouth,2.9,-0.9,9/19/23,9/24/23,737,Joe Biden,39,55,6,Live Phone/Text-to-Web,
6756687d8259a38e9455ae2a,84227,Rasmussen,2.1,-0.5,9/18/23,9/24/23,1500,Joe Biden,44,54,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae2b,84259,Morning Consult,1.9,-0.3,9/18/23,9/24/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae2c,84260,Morning Consult,1.9,-0.3,9/17/23,9/23/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae2d,84248,Gallup,2.5,-0.4,9/1/23,9/23/23,1016,Joe Biden,41,58,1,Live Phone,
6756687d8259a38e9455ae2e,84261,Morning Consult,1.9,-0.3,9/16/23,9/22/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae2f,84215,Rasmussen,2.1,-0.5,9/17/23,9/21/23,1500,Joe Biden,45,54,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae30,84262,Morning Consult,1.9,-0.3,9/15/23,9/21/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae31,84265,NewsNation/Decision Desk HQ,1.6,0,9/19/23,9/20/23,1000,Joe Biden,43.28,56.72,0,Online Opt-In Panel,
6756687d8259a38e9455ae32,84208,ARG,2.3,-0.2,9/17/23,9/20/23,1100,Joe Biden,39,56,5,Live Phone,
6756687d8259a38e9455ae33,84208,ARG,2.3,-0.2,9/17/23,9/20/23,993,Joe Biden,40,56,0,Live Phone,
6756687d8259a38e9455ae34,84224,ABC/Washington Post,3,-1.2,9/15/23,9/20/23,1006,Joe Biden,37,56,7,Live Phone,
6756687d8259a38e9455ae35,84224,ABC/Washington Post,3,-1.2,9/15/23,9/20/23,890,Joe Biden,37,56,7,Live Phone,
6756687d8259a38e9455ae36,84199,Rasmussen,2.1,-0.5,9/14/23,9/20/23,1500,Joe Biden,46,53,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae37,84263,Morning Consult,1.9,-0.3,9/14/23,9/20/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae38,84218,RMG Research,2.3,-0.4,9/18/23,9/19/23,1000,Joe Biden,40,59,0,,
6756687d8259a38e9455ae39,84192,YouGov,3,-1.1,9/17/23,9/19/23,1500,Joe Biden,41,55,4,Online Matched Sample,
6756687d8259a38e9455ae3a,84192,YouGov,3,-1.1,9/17/23,9/19/23,1303,Joe Biden,43,54,2,Online Matched Sample,
6756687d8259a38e9455ae3b,84213,WPAi,1.7,-0.1,9/15/23,9/19/23,1005,Joe Biden,46,54,0,Live Phone,
6756687d8259a38e9455ae3c,84225,Hart/POS,2.6,-0.7,9/15/23,9/19/23,1000,Joe Biden,41,56,3,Live Phone,
6756687d8259a38e9455ae3d,84189,Rasmussen,2.1,-0.5,9/13/23,9/19/23,1500,Joe Biden,47,52,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae3e,84206,Morning Consult,1.9,-0.3,9/13/23,9/19/23,45000,Joe Biden,40,53,8,Online Opt-In Panel,
6756687d8259a38e9455ae3f,84226,HarrisX,1.5,-0.1,9/13/23,9/19/23,3015,Joe Biden,40,56,4,Online Opt-In Panel,
6756687d8259a38e9455ae40,84190,Emerson,2.9,-1.1,9/17/23,9/18/23,1125,Joe Biden,41.3,47.4,11.3,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae41,84222,Tarrance,1.6,-0.4,9/16/23,9/18/23,500,Joe Biden,43.3,51.5,5.2,Live Phone,
6756687d8259a38e9455ae42,84188,YouGov,3,-1.1,9/14/23,9/18/23,1636,Joe Biden,38,56,6,Online Matched Sample,
6756687d8259a38e9455ae43,84188,YouGov,3,-1.1,9/14/23,9/18/23,1097,Joe Biden,42,55,3,Online Matched Sample,
6756687d8259a38e9455ae44,84186,Rasmussen,2.1,-0.5,9/12/23,9/18/23,1500,Joe Biden,46,53,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae45,84205,Morning Consult,1.9,-0.3,9/12/23,9/18/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae46,84247,YouGov Blue,3,-1.1,9/7/23,9/18/23,3098,Joe Biden,45,53,2,Online Matched Sample,
6756687d8259a38e9455ae47,84217,Redfield & Wilton Strategies,1.8,0.4,9/17/23,9/17/23,1500,Joe Biden,36,46,18,Online Opt-In Panel,
6756687d8259a38e9455ae48,84167,Rasmussen,2.1,-0.5,9/11/23,9/17/23,1500,Joe Biden,46,53,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae49,84204,Morning Consult,1.9,-0.3,9/11/23,9/17/23,45000,Joe Biden,39,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae4a,84203,Morning Consult,1.9,-0.3,9/10/23,9/16/23,45000,Joe Biden,39,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae4b,84202,Morning Consult,1.9,-0.3,9/9/23,9/15/23,45000,Joe Biden,39,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae4c,84165,HarrisX/Harris Poll,1.5,-0.1,9/13/23,9/14/23,2103,Joe Biden,42,54,4,Online Opt-In Panel,
6756687d8259a38e9455ae4d,84219,RMG Research,2.3,-0.4,9/13/23,9/14/23,1000,Joe Biden,40,58,0,,
6756687d8259a38e9455ae4e,84705,Winston,2.5,-0.5,9/13/23,9/14/23,1000,Joe Biden,38,53,9,Online Opt-In Panel,3
6756687d8259a38e9455ae4f,84161,Rasmussen,2.1,-0.5,9/10/23,9/14/23,1500,Joe Biden,47,52,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae50,84201,Morning Consult,1.9,-0.3,9/8/23,9/14/23,45000,Joe Biden,39,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae51,84143,Rasmussen,2.1,-0.5,9/7/23,9/13/23,1500,Joe Biden,46,53,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae52,84200,Morning Consult,1.9,-0.3,9/7/23,9/13/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae53,84220,RMG Research,2.3,-0.4,9/11/23,9/12/23,1000,Joe Biden,42,56,0,,
6756687d8259a38e9455ae54,84136,YouGov,3,-1.1,9/10/23,9/12/23,1500,Joe Biden,38,57,5,Online Matched Sample,
6756687d8259a38e9455ae55,84136,YouGov,3,-1.1,9/10/23,9/12/23,1334,Joe Biden,41,56,3,Online Matched Sample,
6756687d8259a38e9455ae56,84142,Civiqs,2.4,-0.2,9/9/23,9/12/23,1149,Joe Biden,39,52,9,Online Opt-In Panel/Online Ad,
6756687d8259a38e9455ae57,84158,Beacon/Shaw,2.8,-1.1,9/9/23,9/12/23,1012,Joe Biden,41,58,1,Live Phone,
6756687d8259a38e9455ae58,84135,Rasmussen,2.1,-0.5,9/6/23,9/12/23,1500,Joe Biden,46,52,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae59,84151,Morning Consult,1.9,-0.3,9/6/23,9/12/23,45000,Joe Biden,40,52,8,Online Opt-In Panel,
6756687d8259a38e9455ae5a,84533,Lord Ashcroft Polls,,,8/17/23,9/12/23,20000,Joe Biden,41,55,4,Online Opt-In Panel,6
6756687d8259a38e9455ae5b,84138,Quinnipiac,2.8,-0.5,9/7/23,9/11/23,1910,Joe Biden,36,57,7,Live Phone,
6756687d8259a38e9455ae5c,84138,Quinnipiac,2.8,-0.5,9/7/23,9/11/23,1726,Joe Biden,39,55,6,Live Phone,
6756687d8259a38e9455ae5d,84164,AP-NORC,2,0.2,9/7/23,9/11/23,1146,Joe Biden,40,59,1,Probability Panel,
6756687d8259a38e9455ae5e,84240,Navigator,1.3,0.3,9/7/23,9/11/23,1000,Joe Biden,39,57,4,Online Opt-In Panel,
6756687d8259a38e9455ae5f,84140,HarrisX,1.5,-0.1,9/6/23,9/11/23,3015,Joe Biden,43,52,5,Online Opt-In Panel,
6756687d8259a38e9455ae60,84130,Rasmussen,2.1,-0.5,9/5/23,9/11/23,1500,Joe Biden,45,52,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae61,84150,Morning Consult,1.9,-0.3,9/5/23,9/11/23,45000,Joe Biden,41,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae62,84443,Project Home Fire,,,8/25/23,9/11/23,2008,Joe Biden,40,50,9,Online Opt-In Panel,
6756687d8259a38e9455ae63,84134,Ipsos,2.8,-0.9,9/8/23,9/10/23,1029,Joe Biden,41.61,52.34,6.06,Probability Panel,
6756687d8259a38e9455ae64,84144,McLaughlin,0.5,1.6,9/7/23,9/10/23,2000,Joe Biden,41.6,58.3,0,Online Opt-In Panel,
6756687d8259a38e9455ae65,84144,McLaughlin,0.5,1.6,9/7/23,9/10/23,1730,Joe Biden,42,58,0.1,Online Opt-In Panel,
6756687d8259a38e9455ae66,84121,Rasmussen,2.1,-0.5,9/4/23,9/10/23,1500,Joe Biden,45,53,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae67,84149,Morning Consult,1.9,-0.3,9/4/23,9/10/23,45000,Joe Biden,41,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae68,84148,Morning Consult,1.9,-0.3,9/3/23,9/9/23,45000,Joe Biden,41,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae69,84117,YouGov,3,-1.1,9/5/23,9/8/23,2335,Joe Biden,40,60,0,Online Matched Sample,
6756687d8259a38e9455ae6a,84147,Morning Consult,1.9,-0.3,9/2/23,9/8/23,45000,Joe Biden,41,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae6b,84139,RMG Research,2.3,-0.4,9/6/23,9/7/23,1000,Joe Biden,41,56,3,,
6756687d8259a38e9455ae6c,84111,Rasmussen,2.1,-0.5,9/3/23,9/7/23,1500,Joe Biden,43,55,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae6d,84146,Morning Consult,1.9,-0.3,9/1/23,9/7/23,45000,Joe Biden,41,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae6e,84221,RMG Research,2.3,-0.4,9/5/23,9/6/23,1000,Joe Biden,39,58,0,,
6756687d8259a38e9455ae6f,84099,Rasmussen,2.1,-0.5,8/31/23,9/6/23,1500,Joe Biden,42,55,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae70,84145,Morning Consult,1.9,-0.3,8/31/23,9/6/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae71,84095,YouGov,3,-1.1,9/2/23,9/5/23,1500,Joe Biden,41,53,6,Online Matched Sample,
6756687d8259a38e9455ae72,84095,YouGov,3,-1.1,9/2/23,9/5/23,1329,Joe Biden,45,53,2,Online Matched Sample,
6756687d8259a38e9455ae73,84080,Rasmussen,2.1,-0.5,8/30/23,9/5/23,1500,Joe Biden,40,57,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae74,84096,Premise,1.9,0.1,8/30/23,9/5/23,1701,Joe Biden,32,61,7,App Panel,
6756687d8259a38e9455ae75,84096,Premise,1.9,0.1,8/30/23,9/5/23,1387,Joe Biden,34,61,5,App Panel,
6756687d8259a38e9455ae76,84106,Morning Consult,1.9,-0.3,8/30/23,9/5/23,45000,Joe Biden,40,52,7,Online Opt-In Panel,
6756687d8259a38e9455ae77,84115,Redfield & Wilton Strategies,1.8,0.4,9/3/23,9/4/23,1500,Joe Biden,38,46,16,Online Opt-In Panel,
6756687d8259a38e9455ae78,84076,Rasmussen,2.1,-0.5,8/29/23,9/4/23,1500,Joe Biden,40,58,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae79,84105,Morning Consult,1.9,-0.3,8/29/23,9/4/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae7a,84075,Rasmussen,2.1,-0.5,8/28/23,9/3/23,1500,Joe Biden,40,57,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae7b,84104,Morning Consult,1.9,-0.3,8/28/23,9/3/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae7c,84103,Morning Consult,1.9,-0.3,8/27/23,9/2/23,45000,Joe Biden,41,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae7d,84079,TIPP,1.8,-0.4,8/30/23,9/1/23,1351,Joe Biden,41,49,0,Online Opt-In Panel,
6756687d8259a38e9455ae7e,84102,Morning Consult,1.9,-0.3,8/26/23,9/1/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae7f,84097,Echelon Insights,2.7,-0.8,8/28/23,8/31/23,1022,Joe Biden,41,57,2,Online Opt-In Panel,
6756687d8259a38e9455ae80,84070,Rasmussen,2.1,-0.5,8/27/23,8/31/23,1500,Joe Biden,40,58,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae81,84078,CNN/SSRS,2.8,-0.6,8/25/23,8/31/23,1503,Joe Biden,39,61,0,Probability Panel,
6756687d8259a38e9455ae82,84078,CNN/SSRS,2.8,-0.6,8/25/23,8/31/23,1259,Joe Biden,39,61,0,Probability Panel,
6756687d8259a38e9455ae83,84101,Morning Consult,1.9,-0.3,8/25/23,8/31/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae84,84171,SurveyMonkey,2,0.2,8/24/23,8/31/23,20191,Joe Biden,41,56,3,Online Opt-In Panel,
6756687d8259a38e9455ae85,84894,ActiVote,,,8/1/23,8/31/23,926,Joe Biden,39,55,0,App Panel,5
6756687d8259a38e9455ae86,84073,RMG Research,2.3,-0.4,8/29/23,8/30/23,1000,Joe Biden,42,56,0,,
6756687d8259a38e9455ae87,84486,PRRI,1.8,0.4,8/25/23,8/30/23,2525,Joe Biden,40,57,2,Probability Panel,9
6756687d8259a38e9455ae88,84057,Rasmussen,2.1,-0.5,8/24/23,8/30/23,1500,Joe Biden,42,55,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae89,84074,Fabrizio/GBAO,,,8/24/23,8/30/23,1500,Joe Biden,42,57,2,Live Phone/Text-to-Web,
6756687d8259a38e9455ae8a,84100,Morning Consult,1.9,-0.3,8/24/23,8/30/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae8b,84039,YouGov,3,-1.1,8/26/23,8/29/23,1500,Joe Biden,38,55,6,Online Matched Sample,
6756687d8259a38e9455ae8c,84039,YouGov,3,-1.1,8/26/23,8/29/23,1303,Joe Biden,41,57,2,Online Matched Sample,
6756687d8259a38e9455ae8d,84035,Rasmussen,2.1,-0.5,8/23/23,8/29/23,1500,Joe Biden,44,54,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae8e,84063,Morning Consult,1.9,-0.3,8/23/23,8/29/23,45000,Joe Biden,40,53,8,Online Opt-In Panel,
6756687d8259a38e9455ae8f,84063,Morning Consult,1.9,-0.3,8/23/23,8/29/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae90,84018,Rasmussen,2.1,-0.5,8/22/23,8/28/23,1500,Joe Biden,43,54,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae91,84066,Morning Consult,1.9,-0.3,8/22/23,8/28/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae92,84020,Big Village,1.2,1.7,8/25/23,8/27/23,2029,Joe Biden,36.6,54.7,8.7,Online Opt-In Panel,
6756687d8259a38e9455ae93,84020,Big Village,1.2,1.7,8/25/23,8/27/23,1667,Joe Biden,38.8,56.3,4.9,Online Opt-In Panel,
6756687d8259a38e9455ae94,83988,Rasmussen,2.1,-0.5,8/21/23,8/27/23,1500,Joe Biden,44,53,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae95,84064,Morning Consult,1.9,-0.3,8/21/23,8/27/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae96,83989,Emerson,2.9,-1.1,8/25/23,8/26/23,1000,Joe Biden,43.3,47,9.7,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae97,84019,HarrisX,1.5,-0.1,8/24/23,8/26/23,2013,Joe Biden,43,54,3,Online Opt-In Panel,
6756687d8259a38e9455ae98,84065,Morning Consult,1.9,-0.3,8/20/23,8/26/23,45000,Joe Biden,40,53,0,Online Opt-In Panel,
6756687d8259a38e9455ae99,84003,RMG Research,2.3,-0.4,8/24/23,8/25/23,1000,Joe Biden,42,55,0,,
6756687d8259a38e9455ae9a,84081,NewsNation/Decision Desk HQ,1.6,0,8/24/23,8/25/23,1000,Joe Biden,47.6,52.35,0,Online Opt-In Panel,
6756687d8259a38e9455ae9b,84082,SurveyMonkey,2,0.2,8/21/23,8/25/23,4324,Joe Biden,41,56,2,Online Opt-In Panel,
6756687d8259a38e9455ae9c,84062,Morning Consult,1.9,-0.3,8/19/23,8/25/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455ae9d,84054,PPP,1.4,0,8/23/23,8/24/23,606,Joe Biden,44,50,6,IVR/Text,
6756687d8259a38e9455ae9e,83974,Rasmussen,2.1,-0.5,8/20/23,8/24/23,1500,Joe Biden,46,51,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455ae9f,84061,Morning Consult,1.9,-0.3,8/18/23,8/24/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455aea0,83966,Rasmussen,2.1,-0.5,8/17/23,8/23/23,1500,Joe Biden,47,51,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455aea1,84060,Morning Consult,1.9,-0.3,8/17/23,8/23/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455aea2,83973,McLaughlin,0.5,1.6,8/15/23,8/23/23,1000,Joe Biden,43,54,2,Online Opt-In Panel,
6756687d8259a38e9455aea3,83986,Gallup,2.5,-0.4,8/1/23,8/23/23,1014,Joe Biden,42,53,5,Live Phone,
6756687d8259a38e9455aea4,83962,YouGov,3,-1.1,8/19/23,8/22/23,1500,Joe Biden,41,54,5,Online Matched Sample,
6756687d8259a38e9455aea5,83962,YouGov,3,-1.1,8/19/23,8/22/23,1309,Joe Biden,43,54,3,Online Matched Sample,
6756687d8259a38e9455aea6,83958,Rasmussen,2.1,-0.5,8/16/23,8/22/23,1500,Joe Biden,47,51,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455aea7,83972,Morning Consult,1.9,-0.3,8/16/23,8/22/23,45000,Joe Biden,40,52,8,Online Opt-In Panel,
6756687d8259a38e9455aea8,86919,Big Data Poll,1.1,0.2,8/19/23,8/21/23,2765,Joe Biden,43.7,54.5,1.9,Online Opt-In Panel/Text-to-Web/Text,7
6756687d8259a38e9455aea9,83950,Premise,1.9,0.1,8/17/23,8/21/23,1651,Joe Biden,32,59,9,App Panel,
6756687d8259a38e9455aeaa,83950,Premise,1.9,0.1,8/17/23,8/21/23,1240,Joe Biden,33,61,6,App Panel,
6756687d8259a38e9455aeab,83951,HarrisX,1.5,-0.1,8/17/23,8/21/23,2327,Joe Biden,44,52,4,,
6756687d8259a38e9455aeac,83961,YouGov,3,-1.1,8/17/23,8/21/23,1665,Joe Biden,41,54,6,Online Matched Sample,
6756687d8259a38e9455aead,83961,YouGov,3,-1.1,8/17/23,8/21/23,1117,Joe Biden,44,54,2,Online Matched Sample,
6756687d8259a38e9455aeae,83995,Schoen Cooperman,1.5,0,8/17/23,8/21/23,800,Joe Biden,44,54,2,Online Opt-In Panel/Text-to-Web,
6756687d8259a38e9455aeaf,84058,Navigator,1.3,0.3,8/17/23,8/21/23,1000,Joe Biden,40,56,4,Online Opt-In Panel,
6756687d8259a38e9455aeb0,83953,Rasmussen,2.1,-0.5,8/15/23,8/21/23,1500,Joe Biden,48,50,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455aeb1,83971,Morning Consult,1.9,-0.3,8/15/23,8/21/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455aeb2,83933,ARG,2.3,-0.2,8/17/23,8/20/23,1100,Joe Biden,41,54,5,Live Phone,
6756687d8259a38e9455aeb3,83933,ARG,2.3,-0.2,8/17/23,8/20/23,991,Joe Biden,41,54,0,Live Phone,
6756687d8259a38e9455aeb4,83963,McLaughlin,0.5,1.6,8/17/23,8/20/23,2000,Joe Biden,43.8,56.1,0,Online Opt-In Panel,
6756687d8259a38e9455aeb5,83963,McLaughlin,0.5,1.6,8/17/23,8/20/23,1680,Joe Biden,44.1,55.8,0.1,Online Opt-In Panel,
6756687d8259a38e9455aeb6,83931,Rasmussen,2.1,-0.5,8/14/23,8/20/23,1500,Joe Biden,47,51,0,IVR/Online Opt-In Panel,
6756687d8259a38e9455aeb7,84059,Morning Consult,1.9,-0.3,8/14/23,8/20/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455aeb8,83970,Morning Consult,1.9,-0.3,8/13/23,8/19/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455aeb9,83969,Morning Consult,1.9,-0.3,8/12/23,8/18/23,45000,Joe Biden,40,52,0,Online Opt-In Panel,
6756687d8259a38e9455aeba,83925,Emerson,2.9,-1.1,8/16/23,8/17/23,1000,Joe Biden,42.1,47.3,10.5,IVR/Online Opt-In Panel,
6756687d8259a38e9455aebb,83921,Rasmussen,2.1,-0.5,8/13/23,8/17/23,1500,Joe Biden,46,53,0,IVR/Online Opt-In Panel,
